name,display_name,state,country,born,enlisted,latitude,longitude
Coffs Harbour,"Coffs Harbour, NSW, Australia",NSW,Australia,37,87,-30.282279,153.128593
Coggeshall,"Coggeshall, England",,England,4,87,51.870893,0.685466
Coghills Creek,"Coghills Creek, VIC, Australia",VIC,Australia,11,87,-37.383521,143.757838
Cohuna,"Cohuna, VIC, Australia",VIC,Australia,33,87,-35.808807,144.221264
Coimadai,"Coimadai, VIC, Australia",VIC,Australia,1,87,-37.586714,144.458987
Colac East,"Colac East, VIC, Australia",VIC,Australia,1,87,-38.334962,143.610172
Colac,"Colac, VIC, Australia",VIC,Australia,546,345,-38.339298,143.58166
Colbinabbin,"Colbinabbin, VIC, Australia",VIC,Australia,8,345,-36.590262,144.793787
Colchester,"Colchester, England",,England,61,1,51.88980399999999,0.901235
Coldridge,"Coldridge, England",,England,1,1,50.853451,-3.851847
Coldstream,"Coldstream, NSW, Australia",NSW,Australia,1,1,-29.632,153.118
Coldstream,"Coldstream, VIC, Australia",VIC,Australia,6,1,-37.724701,145.378596
Coldwater,"Coldwater, Canada",,Canada,1,1,44.709595,-79.644037
Colebrook,"Colebrook, England",,England,1,1,50.846058,-3.411763
Colebrook,"Colebrook, TAS, Australia",TAS,Australia,70,1,-42.534353,147.364102
Coledale,"Coledale, NSW, Australia",NSW,Australia,1,1,-34.288282,150.947401
Coleford,"Coleford, England",,England,4,1,51.79393199999999,-2.616183
Coleraine,"Coleraine, Ireland",,Ireland,19,1,52.521351,-7.81158
Coleraine,"Coleraine, VIC, Australia",VIC,Australia,189,32,-37.598268,141.691125
Coleshill,"Coleshill, England",,England,1,32,52.49735700000001,-1.705472
Colinsburgh,"Colinsburgh, Scotland",,Scotland,1,32,56.220619,-2.846304
Colinton,"Colinton, NSW, Australia",NSW,Australia,2,32,-35.861015,149.158071
Colinton,"Colinton, QLD, Australia",QLD,Australia,2,32,-26.932451,152.328182
Collarenebri,"Collarenebri, NSW, Australia",NSW,Australia,30,1,-29.54581,148.576548
Collaroy,"Collaroy, NSW, Australia",NSW,Australia,2,1,-33.740969,151.303133
Collaroy,"Collaroy, QLD, Australia",QLD,Australia,1,1,-21.868843,149.143033
Collector,"Collector, NSW, Australia",NSW,Australia,18,1,-34.91729,149.424332
College Park,"College Park, SA, Australia",SA,Australia,1,1,-34.912714,138.621705
Collie,"Collie, NSW, Australia",NSW,Australia,12,1,-31.667727,148.30349
Collie,"Collie, WA, Australia",WA,Australia,9,5,-33.359907,116.15258
Collingham,"Collingham, England",,England,1,5,53.14794300000001,-0.759381
Collingullie,"Collingullie, NSW, Australia",NSW,Australia,2,5,-35.071845,147.11146
Collingwood,"Collingwood, New Zealand",,New Zealand,3,5,-40.67875,172.680186
Collingwood,"Collingwood, NSW, Australia",NSW,Australia,1,5,-32.604231,149.446459
Collingwood,"Collingwood, VIC, Australia",VIC,Australia,1195,21,-37.803459,144.983506
Collins Cap,"Collins Cap, TAS, Australia",TAS,Australia,1,21,-42.847,147.147
Collinsfield,"Collinsfield, SA, Australia",SA,Australia,3,21,-33.604413,138.224524
Collinsvale,"Collinsvale, TAS, Australia",TAS,Australia,2,21,-42.842698,147.189242
Collinsville,"Collinsville, SA, Australia",SA,Australia,1,21,-33.35168,139.105314
Collombatti,"Collombatti, NSW, Australia",NSW,Australia,2,21,-30.992826,152.841538
Colmonell,"Colmonell, Scotland",,Scotland,1,21,55.133081,-4.90756
Colne,"Colne, England",,England,15,21,53.85649,-2.167713
Colo Vale,"Colo Vale, NSW, Australia",NSW,Australia,1,21,-34.400134,150.487969
Colo,"Colo, NSW, Australia",NSW,Australia,4,21,-33.788188,149.259388
Colorado,"Colorado, USA",,USA,6,21,39.550051,-105.782067
Colquhoun,"Colquhoun, VIC, Australia",VIC,Australia,1,21,-37.764,147.95
Colton,"Colton, QLD, Australia",QLD,Australia,1,21,-25.427,152.652
Colton,"Colton, SA, Australia",SA,Australia,27,21,-33.481838,134.923275
Columboola,"Columboola, QLD, Australia",QLD,Australia,3,21,-26.672867,150.332141
Columbus,"Columbus, USA",,USA,1,21,39.962208,-83.000676
Colwall,"Colwall, England",,England,1,21,52.07883,-2.381823
Colwell,"Colwell, England",,England,1,21,55.07413,-2.078574
Colwyn Bay,"Colwyn Bay, Wales",,Wales,1,21,53.294372,-3.722788
Colwyn,"Colwyn, Wales",,Wales,1,21,52.51198000000001,-3.307576
Colyton,"Colyton, England",,England,1,21,50.740194,-3.070355
Comara,"Comara, NSW, Australia",NSW,Australia,1,21,-30.753004,152.399864
Combaning,"Combaning, NSW, Australia",NSW,Australia,1,21,-34.458856,147.68243
Comber,"Comber, Ireland",,Ireland,2,21,54.550444,-5.745668
Comboyne,"Comboyne, NSW, Australia",NSW,Australia,1,21,-31.605469,152.467889
Come by Chance,"Come by Chance, NSW, Australia",NSW,Australia,5,1,-30.361591,148.467361
Comet,"Comet, QLD, Australia",QLD,Australia,7,1,-23.604094,148.545776
Comleroy,"Comleroy, NSW, Australia",NSW,Australia,1,1,-33.524339,150.69055
Compton,"Compton, England",,England,3,1,51.215666,-0.634445
Compton,"Compton, SA, Australia",SA,Australia,2,1,-37.807788,140.67987
Comrie,"Comrie, Scotland",,Scotland,5,1,56.37600700000001,-3.983812
Conara,"Conara, TAS, Australia",TAS,Australia,5,1,-41.827078,147.504874
Conargo,"Conargo, NSW, Australia",NSW,Australia,3,1,-35.302371,145.181217
Concord,"Concord, NSW, Australia",NSW,Australia,35,4,-33.857857,151.103502
Concordia,"Concordia, SA, Australia",SA,Australia,1,4,-34.592086,138.784617
Condah Swamp,"Condah Swamp, VIC, Australia",VIC,Australia,1,4,-37.972227,141.833706
Condah,"Condah, VIC, Australia",VIC,Australia,31,4,-37.970084,141.732922
Condamine,"Condamine, QLD, Australia",QLD,Australia,14,4,-26.926401,150.131891
Conderton,"Conderton, England",,England,1,4,52.032034,-2.05334
Condobolin,"Condobolin, NSW, Australia",NSW,Australia,163,36,-33.089095,147.15218
Condong,"Condong, NSW, Australia",NSW,Australia,9,36,-28.316754,153.433785
Condover,"Condover, England",,England,2,36,52.65051,-2.749336
Condowie Plains,"Condowie Plains, SA, Australia",SA,Australia,1,36,-33.733,138.343
Condowie,"Condowie, SA, Australia",SA,Australia,3,36,-33.733505,138.329131
Congewai,"Congewai, NSW, Australia",NSW,Australia,1,36,-32.996509,151.301843
Congleton,"Congleton, England",,England,13,36,53.163971,-2.21001
Congo,"Congo, NSW, Australia",NSW,Australia,1,36,-35.956185,150.153669
Congupna,"Congupna, VIC, Australia",VIC,Australia,7,36,-36.301936,145.432868
Conjola,"Conjola, NSW, Australia",NSW,Australia,5,36,-35.219631,150.43487
Conmurra,"Conmurra, SA, Australia",SA,Australia,1,36,-37.132599,140.287317
Connecticut,"Connecticut, USA",,USA,2,36,41.603221,-73.087749
Connewarre,"Connewarre, VIC, Australia",VIC,Australia,3,36,-38.250963,144.387919
Connorville,"Connorville, TAS, Australia",TAS,Australia,1,36,-41.817,147.083
Consett,"Consett, England",,England,5,36,54.860816,-1.842353
Constantine,"Constantine, England",,England,3,36,50.11893,-5.175575
Cooba,"Cooba, NSW, Australia",NSW,Australia,1,36,-34.950316,147.855837
Coobiaby,"Coobiaby, QLD, Australia",QLD,Australia,1,36,-20.533,142.033
Coobowie,"Coobowie, SA, Australia",SA,Australia,6,36,-35.042188,137.733933
Coochin,"Coochin, QLD, Australia",QLD,Australia,3,36,-28.095845,152.645962
Cooee,"Cooee, TAS, Australia",TAS,Australia,2,36,-41.041872,145.877832
Coogee,"Coogee, NSW, Australia",NSW,Australia,19,13,-33.920491,151.254401
Coogee,"Coogee, WA, Australia",WA,Australia,1,13,-32.116146,115.76579
Cook,"Cook, NSW, Australia",NSW,Australia,4,13,-33.296,150.228
Cookardinia,"Cookardinia, NSW, Australia",NSW,Australia,3,13,-35.558522,147.232617
Cooke Plains,"Cooke Plains, SA, Australia",SA,Australia,5,13,-35.379387,139.562175
Cookernup,"Cookernup, WA, Australia",WA,Australia,7,13,-32.996681,115.893629
Cookham Dean,"Cookham Dean, England",,England,1,13,51.557963,-0.74557
Cookham,"Cookham, England",,England,8,13,51.55993699999999,-0.707196
Cookney,"Cookney, Scotland",,Scotland,1,13,57.03029,-2.21414
Cooks Hill,"Cooks Hill, NSW, Australia",NSW,Australia,18,13,-32.93413,151.769244
Cookstown,"Cookstown, Ireland",,Ireland,8,13,53.18725999999999,-6.151439
Cooktown,"Cooktown, QLD, Australia",QLD,Australia,240,22,-15.467488,145.249502
Coolabah,"Coolabah, NSW, Australia",NSW,Australia,13,22,-31.027986,146.714264
Coolabunia,"Coolabunia, QLD, Australia",QLD,Australia,3,22,-26.601546,151.905245
Coolac,"Coolac, NSW, Australia",NSW,Australia,23,22,-34.902613,148.193499
Coolah,"Coolah, NSW, Australia",NSW,Australia,58,1,-31.823675,149.720187
Coolamon,"Coolamon, NSW, Australia",NSW,Australia,71,15,-34.815539,147.200085
Coolaney,"Coolaney, Ireland",,Ireland,2,15,54.17091400000001,-8.603059
Coolangatta,"Coolangatta, NSW, Australia",NSW,Australia,8,15,-34.854208,150.726361
Coolangatta,"Coolangatta, QLD, Australia",QLD,Australia,4,1,-28.168067,153.535326
Coolatai,"Coolatai, NSW, Australia",NSW,Australia,5,1,-29.268259,150.734491
Coolgardie,"Coolgardie, NSW, Australia",NSW,Australia,1,1,-28.91858,153.456093
Coolgardie,"Coolgardie, WA, Australia",WA,Australia,189,6,-30.954634,121.165844
Coolgarra,"Coolgarra, QLD, Australia",QLD,Australia,2,6,-17.583,145.167
Coolongolook,"Coolongolook, NSW, Australia",NSW,Australia,9,6,-32.21868,152.321932
Coolup,"Coolup, WA, Australia",WA,Australia,4,6,-32.739989,115.874527
Cooma,"Cooma, NSW, Australia",NSW,Australia,528,49,-36.236579,149.125456
Cooma,"Cooma, VIC, Australia",VIC,Australia,4,49,-36.421146,145.068244
Coomandook,"Coomandook, SA, Australia",SA,Australia,1,49,-35.470288,139.696521
Coomba,"Coomba, NSW, Australia",NSW,Australia,1,49,-32.256,152.453
Coomboona,"Coomboona, VIC, Australia",VIC,Australia,2,49,-36.284356,145.295406
Coomera,"Coomera, QLD, Australia",QLD,Australia,46,49,-27.866592,153.315314
Coominya,"Coominya, QLD, Australia",QLD,Australia,6,49,-27.391308,152.502211
Coomooroo,"Coomooroo, SA, Australia",SA,Australia,5,49,-32.624599,138.501001
Coomunga,"Coomunga, SA, Australia",SA,Australia,1,49,-34.649845,135.717322
Coonabarabran,"Coonabarabran, NSW, Australia",NSW,Australia,195,20,-31.273439,149.277272
Coonalpyn,"Coonalpyn, SA, Australia",SA,Australia,6,20,-35.696027,139.856924
Coonamble,"Coonamble, NSW, Australia",NSW,Australia,264,33,-30.954311,148.388448
Coonawarra,"Coonawarra, SA, Australia",SA,Australia,1,33,-37.292105,140.839049
Coondambo,"Coondambo, SA, Australia",SA,Australia,1,33,-31.06,135.865
Coondle,"Coondle, WA, Australia",WA,Australia,1,33,-31.51461,116.456297
Coonooer,"Coonooer, VIC, Australia",VIC,Australia,1,33,-36.477,143.317
Coopernook,"Coopernook, NSW, Australia",NSW,Australia,36,5,-31.826246,152.609896
Coopers Creek,"Coopers Creek, VIC, Australia",VIC,Australia,3,5,-37.985345,146.427424
Coopers Plains,"Coopers Plains, QLD, Australia",QLD,Australia,3,5,-27.570271,153.037201
Cooran,"Cooran, QLD, Australia",QLD,Australia,7,2,-26.335289,152.823035
Cooranbong,"Cooranbong, NSW, Australia",NSW,Australia,12,2,-33.076609,151.453989
Coorooman,"Coorooman, QLD, Australia",QLD,Australia,1,2,-23.253043,150.73538
Coorow,"Coorow, WA, Australia",WA,Australia,3,2,-29.882389,116.02162
Cooroy,"Cooroy, QLD, Australia",QLD,Australia,4,1,-26.417401,152.910425
Coorparoo,"Coorparoo, QLD, Australia",QLD,Australia,9,1,-27.49519400000001,153.057903
Cootamundra,"Cootamundra, NSW, Australia",NSW,Australia,452,3653,-34.639089,148.024671
Cootharaba,"Cootharaba, QLD, Australia",QLD,Australia,4,3653,-26.297707,152.937252
Coowonga,"Coowonga, QLD, Australia",QLD,Australia,1,3653,-23.279356,150.725815
Cooyal,"Cooyal, NSW, Australia",NSW,Australia,1,3653,-32.450436,149.757343
Cooyar,"Cooyar, QLD, Australia",QLD,Australia,7,3653,-26.983086,151.832336
Cope Cope,"Cope Cope, VIC, Australia",VIC,Australia,13,3653,-36.470318,143.068595
Copeland,"Copeland, England",,England,1,3653,54.430554,-3.389241999999999
Copeland,"Copeland, Ireland",,Ireland,1,3653,53.369448,-6.225123
Copeland,"Copeland, NSW, Australia",NSW,Australia,15,3653,-31.985892,151.805912
Copeton,"Copeton, NSW, Australia",NSW,Australia,1,3653,-29.913309,150.938151
Copmanhurst,"Copmanhurst, NSW, Australia",NSW,Australia,21,3653,-29.586237,152.776394
Copperfield,"Copperfield, QLD, Australia",QLD,Australia,11,3653,-22.9,147.617
Copperhouse,"Copperhouse, SA, Australia",SA,Australia,1,3653,-33.68,138.899
Copping,"Copping, TAS, Australia",TAS,Australia,5,3653,-42.815373,147.801232
Coppull,"Coppull, England",,England,1,3653,53.621942,-2.66155
Copston Magna,"Copston Magna, England",,England,1,3653,52.491674,-1.335307
Corack East,"Corack East, VIC, Australia",VIC,Australia,2,3653,-36.17753,143.038318
Corack,"Corack, VIC, Australia",VIC,Australia,17,3653,-36.171602,143.040236
Coradgery,"Coradgery, NSW, Australia",NSW,Australia,1,3653,-32.898,148.035
Coraki,"Coraki, NSW, Australia",NSW,Australia,90,7,-28.98998,153.289301
Coramba,"Coramba, NSW, Australia",NSW,Australia,12,2,-30.222515,153.016086
Corbridge,"Corbridge, England",,England,4,2,54.97475899999999,-2.016712
Corby,"Corby, England",,England,1,2,52.48920100000001,-0.679601
Corcreeny,"Corcreeny, Ireland",,Ireland,1,2,54.436247,-6.333454
Cordalba,"Cordalba, QLD, Australia",QLD,Australia,11,2,-25.16261,152.211508
Cordelia,"Cordelia, QLD, Australia",QLD,Australia,2,2,-18.594005,146.25902
Cordillera,"Cordillera, NSW, Australia",NSW,Australia,2,2,-34.074,149.41
Coreen,"Coreen, NSW, Australia",NSW,Australia,1,2,-35.729292,146.342168
Coreen,"Coreen, QLD, Australia",QLD,Australia,1,2,-24.383,150.317
Corinda,"Corinda, QLD, Australia",QLD,Australia,2,2,-27.538924,152.981769
Corindhap,"Corindhap, VIC, Australia",VIC,Australia,28,2,-37.871921,143.749854
Corindi,"Corindi, NSW, Australia",NSW,Australia,5,2,-30.015,153.185
Corinella,"Corinella, VIC, Australia",VIC,Australia,10,2,-38.414437,145.432099
Coringa,"Coringa, SA, Australia",SA,Australia,0,1,-35.03,138.775
Corinth,"Corinth, Greece",,Greece,1,1,37.936326,22.930936
Corio,"Corio, VIC, Australia",VIC,Australia,32,1,-38.074162,144.358659
Cork City,"Cork City, Ireland",,Ireland,3,1,51.89710599999999,-8.470469
Cork,"Cork, Ireland",,Ireland,353,1,51.89786500000001,-8.471094000000001
Corndale,"Corndale, NSW, Australia",NSW,Australia,3,1,-28.698711,153.37782
Cornella,"Cornella, VIC, Australia",VIC,Australia,2,1,-36.704414,144.775073
Cornhill,"Cornhill, Scotland",,Scotland,1,1,57.612332,-2.694376
Cornwall,"Cornwall, Canada",,Canada,1,1,45.018258,-74.728577
Cornwall,"Cornwall, England",,England,254,1,50.322669,-5.019579
Cornwall,"Cornwall, TAS, Australia",TAS,Australia,12,1,-41.560128,148.14364
Cornwell,"Cornwell, England",,England,14,1,51.941866,-1.606244
Corny Point,"Corny Point, SA, Australia",SA,Australia,1,1,-34.92545,137.083193
Corobimilla,"Corobimilla, NSW, Australia",NSW,Australia,1,1,-34.868082,146.413618
Coromandel East,"Coromandel East, SA, Australia",SA,Australia,1,1,-35.045775,138.63986
Coromandel Valley,"Coromandel Valley, SA, Australia",SA,Australia,21,1,-35.046052,138.621049
Coromandel,"Coromandel, New Zealand",,New Zealand,3,1,-36.754879,175.50223
Coromby,"Coromby, VIC, Australia",VIC,Australia,3,1,-36.552,142.516
Corop West,"Corop West, VIC, Australia",VIC,Australia,2,1,-36.504303,144.75
Corop,"Corop, VIC, Australia",VIC,Australia,26,1,-36.457558,144.793985
Cororooke,"Cororooke, VIC, Australia",VIC,Australia,6,1,-38.287237,143.521801
Corowa,"Corowa, NSW, Australia",NSW,Australia,235,11,-35.997952,146.391214
Corrimal,"Corrimal, NSW, Australia",NSW,Australia,33,2,-34.371151,150.897239
Corrowong,"Corrowong, NSW, Australia",NSW,Australia,1,2,-36.933875,148.826148
Corryong,"Corryong, VIC, Australia",VIC,Australia,82,2,-36.196814,147.905135
Corsenside,"Corsenside, England",,England,1,2,55.168069,-2.165779
Corsham,"Corsham, England",,England,4,2,51.431021,-2.185791
Corsica,"Corsica, France",,France,1,2,42.039604,9.012893
Corstorphine,"Corstorphine, Scotland",,Scotland,1,2,55.94298800000001,-3.285021
Corunnun,"Corunnun, VIC, Australia",VIC,Australia,1,2,-38.280625,143.492726
Corwen,"Corwen, England",,England,1,2,52.98058199999999,-3.373098
Corwen,"Corwen, Wales",,Wales,2,2,52.98058199999999,-3.373098
Cosgrove,"Cosgrove, VIC, Australia",VIC,Australia,17,2,-36.355992,145.606784
Cossack,"Cossack, WA, Australia",WA,Australia,12,2,-20.67833,117.18861
Costerfield,"Costerfield, VIC, Australia",VIC,Australia,19,2,-36.894752,144.80027
Cotswold,"Cotswold, VIC, Australia",VIC,Australia,1,2,-37.124567,143.886721
Cottenham,"Cottenham, England",,England,3,2,52.285137,0.124629
Cottesloe,"Cottesloe, WA, Australia",WA,Australia,38,2,-31.997976,115.762877
Cottles Bridge,"Cottles Bridge, VIC, Australia",VIC,Australia,1,2,-37.625074,145.216671
Coulsdon,"Coulsdon, England",,England,1,2,51.31972,-0.140724
Coulson,"Coulson, QLD, Australia",QLD,Australia,4,2,-27.949976,152.722912
Coulta,"Coulta, SA, Australia",SA,Australia,4,2,-34.38688,135.466893
Countesthorpe,"Countesthorpe, England",,England,1,2,52.554032,-1.13753
Coupar Angus,"Coupar Angus, Scotland",,Scotland,5,2,56.545574,-3.267664
Couridjah,"Couridjah, NSW, Australia",NSW,Australia,1,2,-34.234218,150.547569
Coutts Crossing,"Coutts Crossing, NSW, Australia",NSW,Australia,1,2,-29.831052,152.891036
Cove,"Cove, Scotland",,Scotland,1,2,55.999638,-4.851902
Coventry,"Coventry, England",,England,75,2,52.405838,-1.512661
Cow Flat,"Cow Flat, NSW, Australia",NSW,Australia,2,2,-33.569555,149.534684
Cowabbie,"Cowabbie, NSW, Australia",NSW,Australia,1,2,-34.599476,147.011298
Cowandilla,"Cowandilla, SA, Australia",SA,Australia,1,2,-34.932483,138.556885
Cowbridge,"Cowbridge, England",,England,1,2,53.005003,-0.02447
Cowdenbeath,"Cowdenbeath, Scotland",,Scotland,13,2,56.110218,-3.343292
Cowell,"Cowell, SA, Australia",SA,Australia,26,23,-33.684835,136.926709
Cowes,"Cowes, England",,England,7,23,50.762371,-1.298609
Cowes,"Cowes, VIC, Australia",VIC,Australia,10,2,-38.450286,145.239003
Cowfold,"Cowfold, England",,England,1,2,50.988887,-0.272592
Cowley,"Cowley, England",,England,1,2,51.830717,-2.05375
Cowleys Creek,"Cowleys Creek, VIC, Australia",VIC,Australia,4,2,-38.483271,143.054403
Cowper,"Cowper, NSW, Australia",NSW,Australia,22,2,-29.578505,153.062697
Cowra,"Cowra, NSW, Australia",NSW,Australia,361,75,-33.83468,148.691192
Cowwarr,"Cowwarr, VIC, Australia",VIC,Australia,32,75,-38.013409,146.689343
Coxs Creek,"Coxs Creek, NSW, Australia",NSW,Australia,1,75,-32.735933,150.1385
Crabbes Creek,"Crabbes Creek, NSW, Australia",NSW,Australia,2,75,-28.45672,153.496802
Craboon,"Craboon, NSW, Australia",NSW,Australia,1,75,-32.073938,149.483854
Crabtree,"Crabtree, TAS, Australia",TAS,Australia,2,75,-42.963329,147.078587
Cracow,"Cracow, Poland",,Poland,2,75,50.06464999999999,19.94498
Cradley Heath,"Cradley Heath, England",,England,3,75,52.465071,-2.081097
Cradley,"Cradley, England",,England,1,75,52.461392,-2.088184
Cradoc,"Cradoc, TAS, Australia",TAS,Australia,3,75,-43.11099,147.036048
Cradock,"Cradock, SA, Australia",SA,Australia,22,75,-32.071615,138.494876
Crafers,"Crafers, SA, Australia",SA,Australia,16,75,-34.997303,138.703732
Craig,"Craig, Ireland",,Ireland,1,75,55.064616,-7.27143
Craig,"Craig, Scotland",,Scotland,2,75,57.483333,-5.266667
Craigie,"Craigie, NSW, Australia",NSW,Australia,5,75,-37.071027,149.049329
Craigie,"Craigie, Scotland",,Scotland,1,75,56.57743200000001,-3.43486
Craigie,"Craigie, VIC, Australia",VIC,Australia,14,75,-37.103917,143.775852
Craigieburn,"Craigieburn, VIC, Australia",VIC,Australia,5,75,-37.598975,144.941287
Craigmore,"Craigmore, Scotland",,Scotland,1,75,55.84130800000001,-5.026112
Craigneuk,"Craigneuk, Scotland",,Scotland,1,75,55.865888,-3.945675
Craignook,"Craignook, SA, Australia",SA,Australia,2,75,-34.875,139.63
Craigston,"Craigston, Scotland",,Scotland,1,75,57.596201,-2.393417
Crail,"Crail, Scotland",,Scotland,4,75,56.260755,-2.626606
Cramlington,"Cramlington, England",,England,1,75,55.08585,-1.585612
Cranagh,"Cranagh, Ireland",,Ireland,1,75,52.881656,-6.101238
Cranbourne,"Cranbourne, VIC, Australia",VIC,Australia,51,2,-38.11122,145.268832
Cranbrook,"Cranbrook, England",,England,5,2,51.096658,0.535702
Cranbrook,"Cranbrook, TAS, Australia",TAS,Australia,1,2,-41.998092,148.089131
Cranbrook,"Cranbrook, WA, Australia",WA,Australia,10,3,-34.295977,117.552872
Cranbury,"Cranbury, NSW, Australia",NSW,Australia,2,3,-33.402696,148.68383
Cranham,"Cranham, England",,England,1,3,51.814138,-2.146354
Cranleigh,"Cranleigh, England",,England,4,3,51.140668,-0.485398
Cransford,"Cransford, England",,England,1,3,52.230153,1.398262
Cratfield,"Cratfield, England",,England,1,3,52.32454100000001,1.394711
Crathie,"Crathie, Scotland",,Scotland,1,3,57.039583,-3.213562
Craven Arms,"Craven Arms, England",,England,2,3,52.44042,-2.833799
Cravensville,"Cravensville, VIC, Australia",VIC,Australia,1,3,-36.403,147.568
Crawford,"Crawford, England",,England,1,3,53.520987,-2.753992
Crawley Down,"Crawley Down, England",,England,1,3,51.124868,-0.078443
Crawley,"Crawley, England",,England,8,3,51.113339,-0.182914
Cray,"Cray, England",,England,1,3,54.208488,-2.090253
Crayford,"Crayford, England",,England,2,3,51.45047199999999,0.180498
Crayford,"Crayford, SA, Australia",SA,Australia,1,3,-34.53,138.95
Crediton,"Crediton, England",,England,8,3,50.789124,-3.652245000000001
Creetown,"Creetown, Scotland",,Scotland,3,3,54.898928,-4.37925
Cressbrook,"Cressbrook, QLD, Australia",QLD,Australia,2,3,-27.09275,152.442327
Cressy,"Cressy, TAS, Australia",TAS,Australia,77,3,-41.684753,147.080572
Cressy,"Cressy, VIC, Australia",VIC,Australia,24,5,-38.031002,143.634273
Creswick,"Creswick, VIC, Australia",VIC,Australia,425,22,-37.424838,143.894483
Crete,"Crete, Greece",,Greece,2,22,35.240117,24.809269
Crewe,"Crewe, England",,England,48,22,53.095056,-2.441768
Crewkerne,"Crewkerne, England",,England,6,22,50.88309399999999,-2.795816
Crib Point,"Crib Point, VIC, Australia",VIC,Australia,3,22,-38.365388,145.204594
Criccieth,"Criccieth, Wales",,Wales,5,22,52.919553,-4.234195
Crickhowell,"Crickhowell, Wales",,Wales,1,22,51.863694,-3.137195000000001
Cricklade,"Cricklade, England",,England,3,22,51.63939499999999,-1.857367
Cricklewood,"Cricklewood, England",,England,1,22,51.566076,-0.220114
Crieff,"Crieff, Scotland",,Scotland,9,22,56.373485,-3.843056
Croggan,"Croggan, Scotland",,Scotland,1,22,56.382177,-5.715861
Croki,"Croki, NSW, Australia",NSW,Australia,4,22,-31.870326,152.595041
Cromarty,"Cromarty, Scotland",,Scotland,7,22,57.68082200000001,-4.034684
Cromdale,"Cromdale, Scotland",,Scotland,1,22,57.338049,-3.538143
Cromer,"Cromer, England",,England,3,22,52.930722,1.297546
Cromer,"Cromer, SA, Australia",SA,Australia,3,22,-34.785799,138.970244
Cromwell,"Cromwell, England",,England,1,22,53.144191,-0.806867
Cromwell,"Cromwell, New Zealand",,New Zealand,5,22,-45.042943,169.196686
Crondall,"Crondall, England",,England,1,22,51.23308899999999,-0.863381
Cronulla,"Cronulla, NSW, Australia",NSW,Australia,2,22,-34.051972,151.153662
Crooked Corner,"Crooked Corner, NSW, Australia",NSW,Australia,1,22,-34.22847,149.248832
Crooked River,"Crooked River, VIC, Australia",VIC,Australia,1,22,-37.387647,147.106614
Crookwell,"Crookwell, NSW, Australia",NSW,Australia,190,19,-34.458076,149.470291
Croom,"Croom, Ireland",,Ireland,1,19,52.519087,-8.717292
Crosbie,"Crosbie, VIC, Australia",VIC,Australia,1,19,-36.761,144.687
Cross Gates,"Cross Gates, Scotland",,Scotland,1,19,55.815349,-4.023669
Crossdoney,"Crossdoney, Ireland",,Ireland,1,19,53.953755,-7.435129000000001
Crossens,"Crossens, England",,England,1,19,53.66971,-2.948663
Crossgar,"Crossgar, Ireland",,Ireland,2,19,54.398105,-5.764794
Crossgates,"Crossgates, England",,England,1,19,53.810291,-1.445565
Crossley,"Crossley, VIC, Australia",VIC,Australia,7,19,-38.313434,142.328761
Crossmaglen,"Crossmaglen, Ireland",,Ireland,1,19,54.077323,-6.60877
Crossover,"Crossover, VIC, Australia",VIC,Australia,7,19,-38.054288,145.966395
Crowborough,"Crowborough, England",,England,1,19,51.060555,0.161692
Crowfield,"Crowfield, England",,England,1,19,52.177966,1.140685
Crowhurst,"Crowhurst, England",,England,1,19,50.885371,0.495119
Crowland,"Crowland, England",,England,2,19,52.675614,-0.168483
Crowlands,"Crowlands, VIC, Australia",VIC,Australia,10,19,-37.149857,143.109353
Crows Nest,"Crows Nest, NSW, Australia",NSW,Australia,6,19,-33.82609,151.199192
Crows Nest,"Crows Nest, QLD, Australia",QLD,Australia,50,10,-27.262026,152.055416
Crowthorne,"Crowthorne, England",,England,1,10,51.370394,-0.7919240000000001
Croxton East,"Croxton East, VIC, Australia",VIC,Australia,4,10,-37.792699,142.261056
Croxton Kerrial,"Croxton Kerrial, England",,England,1,10,52.85610699999999,-0.7613130000000001
Croy,"Croy, Scotland",,Scotland,2,10,55.958597,-4.04176
Croydon Park,"Croydon Park, NSW, Australia",NSW,Australia,2,10,-33.895299,151.108581
Croydon,"Croydon, England",,England,200,10,51.372361,-0.100401
Croydon,"Croydon, NSW, Australia",NSW,Australia,91,1,-33.883163,151.114771
Croydon,"Croydon, QLD, Australia",QLD,Australia,199,2,-18.20513,142.249368
Croydon,"Croydon, SA, Australia",SA,Australia,35,2,-34.89845,138.56358
Croydon,"Croydon, VIC, Australia",VIC,Australia,25,2,-37.798729,145.280685
Crudine,"Crudine, NSW, Australia",NSW,Australia,1,2,-32.939577,149.700948
Crumlin,"Crumlin, England",,England,1,2,51.675469,-3.136463
Crumlin,"Crumlin, Ireland",,Ireland,1,2,53.97827,-6.401242
Crumlin,"Crumlin, Wales",,Wales,3,2,51.675469,-3.136463
Crystal Brook,"Crystal Brook, SA, Australia",SA,Australia,127,7,-33.353087,138.205965
Cuballing,"Cuballing, WA, Australia",WA,Australia,6,7,-32.81846,117.180056
Cubert,"Cubert, England",,England,1,7,50.378747,-5.114042
Cuckfield,"Cuckfield, England",,England,1,7,51.010614,-0.140581
Cuckney,"Cuckney, England",,England,3,7,53.235748,-1.155312
Cudal,"Cudal, NSW, Australia",NSW,Australia,42,7,-33.286704,148.738898
